acreage,district,price
15.0,quận phú nhuận,2.7
28.0,quận phú nhuận,5.2
20.0,quận phú nhuận,3.2
22.0,quận phú nhuận,5.0
40.0,quận phú nhuận,6.5
15.0,quận gò vấp,3.5
23.0,quận gò vấp,3.3
28.0,quận phú nhuận,4.8
10.0,quận phú nhuận,3.0
18.0,quận phú nhuận,2.7
18.0,quận gò vấp,1.8
21.0,quận gò vấp,3.5
28.0,quận gò vấp,2.5
16.0,quận gò vấp,2.9
27.0,quận gò vấp,4.5
13.0,quận phú nhuận,1.8
14.0,quận phú nhuận,2.5
40.0,quận phú nhuận,5.0
30.0,quận phú nhuận,5.8
23.0,quận gò vấp,3.4
17.0,quận gò vấp,3.5
20.0,quận gò vấp,5.5
20.0,quận phú nhuận,3.4
18.0,quận phú nhuận,4.7
20.0,quận phú nhuận,5.2
20.0,quận phú nhuận,1.7000000000000002
18.0,quận phú nhuận,3.3
24.0,quận phú nhuận,3.2
22.0,quận phú nhuận,3.3
30.0,quận phú nhuận,2.5
25.0,quận phú nhuận,6.4
21.0,quận phú nhuận,4.8
35.0,quận phú nhuận,4.8
28.0,quận phú nhuận,6.8
15.0,quận phú nhuận,3.7
28.0,quận phú nhuận,4.2
18.0,quận phú nhuận,3.9
25.0,quận phú nhuận,2.5
24.0,quận phú nhuận,3.7
16.0,quận phú nhuận,2.8
17.0,quận phú nhuận,3.0
28.0,quận phú nhuận,5.6
24.0,quận phú nhuận,4.1
25.0,quận phú nhuận,4.1
40.0,quận phú nhuận,6.2
22.0,quận phú nhuận,4.7
32.0,quận phú nhuận,5.2
40.0,quận phú nhuận,5.2
25.0,quận 12,2.8
25.0,quận 12,3.0
30.0,quận 12,2.8
35.0,quận 12,2.6
25.0,quận 12,3.4
30.0,quận 12,4.0
25.0,quận 12,4.0
20.0,quận 12,2.0
22.0,quận 12,3.2
25.0,quận 12,3.6
28.0,quận 12,3.0
28.0,quận 12,3.4
28.0,quận 12,3.8
22.0,quận 12,2.0
20.0,quận 12,1.8
40.0,quận 1,6.0
20.0,quận 12,1.5
15.0,quận 1,3.5
18.0,quận 12,2.4
25.0,quận 12,2.7
22.0,quận 12,3.0
25.0,quận 12,2.9
30.0,quận 12,2.5
20.0,quận 1,3.6
19.0,quận 1,3.5
25.0,quận 1,5.5
25.0,quận 1,6.5
20.0,quận 1,4.0
30.0,quận 1,3.7
18.0,quận 12,2.2
17.0,quận 12,1.8
25.0,quận 12,2.3
26.0,quận 12,2.8
12.0,quận 12,1.4
15.0,quận 12,1.8
30.0,quận 12,3.4
13.0,quận 12,2.4
14.0,quận 12,1.6
40.0,quận 12,2.4
18.0,quận 12,2.6
20.0,quận 12,2.5
16.0,quận 12,1.9
20.0,quận 12,1.0
24.0,quận 1,4.0
16.0,quận 1,4.0
15.0,quận 12,1.5
15.0,quận 1,3.8
16.0,quận 1,2.75
40.0,quận 1,5.0
25.0,quận 1,6.0
15.0,quận 1,1.5
16.0,quận 12,1.6
30.0,quận 12,1.5
17.0,quận 12,1.7000000000000002
25.0,quận 12,1.7000000000000002
20.0,quận 12,1.7000000000000002
24.0,quận 12,1.9
16.0,quận 12,1.4
25.0,quận 12,2.0
18.0,quận 12,1.6
20.0,quận 12,3.5
20.0,quận 12,1.2
26.0,quận 12,3.1
36.0,quận 12,3.6
25.0,quận 12,3.3
23.0,quận 12,2.1
35.0,quận 12,2.8
24.0,quận 12,3.2
15.0,quận 12,1.6
15.0,quận 12,2.3
30.0,quận 12,4.5
35.0,quận 12,4.0
20.0,quận 12,2.3
25.0,quận 12,3.2
20.0,quận 12,3.0
25.0,quận 12,3.8
25.0,quận 12,1.8
22.0,quận 12,3.4
20.0,quận 1,4.5
28.0,quận 1,4.3
30.0,quận 1,5.0
35.0,quận 1,5.0
25.0,quận 1,3.5
35.0,quận 1,4.0
25.0,quận 1,4.2
12.0,quận 1,3.0
12.0,quận 1,3.1
15.0,quận 1,4.5
20.0,quận 12,2.8
22.0,quận 12,1.9
24.0,quận 12,2.7
12.0,quận 1,1.5
30.0,quận 1,4.0
18.0,quận 1,3.0
22.0,quận 1,5.2
22.0,quận 1,3.8
22.0,quận 1,4.2
20.0,quận 1,3.7
24.0,quận 1,5.0
16.0,quận 1,3.5
25.0,quận 1,5.0
20.0,quận 1,5.5
22.0,quận 1,6.0
24.0,quận 1,1.5
20.0,quận 1,3.8
30.0,quận 1,4.5
16.0,quận 1,3.2
30.0,quận 1,4.9
30.0,quận 1,5.5
18.0,quận 1,3.5
22.0,quận 1,4.5
24.0,quận 1,5.2
25.0,quận 1,3.3
40.0,quận 12,7.0
25.0,quận 1,4.9
18.0,quận 12,2.5
40.0,quận 12,3.0
18.0,quận 1,2.8
12.0,quận 1,3.5
16.0,quận 1,4.5
25.0,quận 1,4.5
20.0,quận 1,3.2
15.0,quận 12,1.2
16.0,quận 12,1.8
15.0,quận 12,1.7000000000000002
14.0,quận 12,1.0
12.0,quận 12,1.2
15.0,quận 12,1.4
15.0,quận 12,1.3
12.0,quận 12,1.3
26.0,quận 12,2.5
20.0,quận 12,1.1
14.0,quận 12,1.2
5.0,quận 12,1.5
35.0,quận 1,4.5
18.0,quận 1,4.0
30.0,quận 1,6.0
16.0,quận 1,4.8
25.0,quận 1,4.7
26.0,quận 1,7.5
25.0,quận 1,4.0
30.0,quận 12,3.5
20.0,quận 1,3.5
12.0,quận 12,1.0
16.0,quận 12,1.5
16.0,quận 12,1.0
20.0,quận 12,2.65
15.0,quận 1,3.0
33.0,quận 1,7.0
12.0,quận 1,2.5
20.0,quận 1,2.0
20.0,quận 1,4.8
21.0,quận 1,4.0
30.0,quận 1,7.5
16.0,quận 12,1.3
12.5,quận 12,2.5
14.0,quận 12,1.8
35.0,quận 1,7.5
18.0,quận 12,1.5
22.0,quận 1,4.0
30.0,quận 1,2.5
20.0,quận 1,3.3
21.0,quận 1,3.5
32.0,quận 1,5.0
35.0,quận 1,7.0
25.0,quận 1,2.8
23.0,quận 1,4.5
15.0,quận 1,2.5
28.0,quận 1,5.5
25.0,quận 1,2.0
28.0,quận 1,2.5
20.0,quận 1,2.5
15.0,quận 1,2.6
25.0,quận 1,5.6
20.0,quận 1,2.7
15.0,quận 1,3.7
20.0,quận 1,1.8
18.0,quận 1,4.7
10.0,quận 1,2.8
35.0,quận 1,6.0
28.0,quận 1,5.0
20.0,quận 1,1.1
35.0,quận 1,4.8
17.0,quận 1,4.5
35.0,quận 1,5.2
16.0,quận 1,2.9
20.0,quận 1,3.0
25.0,quận 1,3.0
16.0,quận 1,2.5
19.0,quận 1,3.3
24.0,quận 1,4.5
20.0,quận 1,5.0
12.0,quận 1,2.3
30.0,quận 1,6.5
20.0,quận 1,3.4
30.0,quận 1,3.5
18.0,quận 1,4.5
25.0,quận 1,4.3
25.0,quận 1,3.8
25.0,quận 1,4.8
25.0,quận 1,1.7000000000000002
17.0,quận 1,3.0
40.0,quận 1,4.0
24.0,quận 1,3.5
35.0,quận 1,5.5
20.0,quận 1,4.3
22.0,quận 1,4.8
30.0,quận 1,5.2
18.0,quận 1,3.2
23.0,quận 12,2.3
23.0,quận 12,3.8
18.0,quận 12,2.0
28.0,quận 12,2.2
15.0,quận 12,2.0
40.0,quận 12,2.8
23.0,quận 12,3.2
23.0,quận 12,4.2
23.0,quận 12,3.0
35.0,quận 12,2.2
12.0,quận 12,1.5
30.0,quận 12,4.99
20.0,quận 12,1.3
28.0,quận 12,3.2
40.0,quận 12,4.0
20.0,quận 12,3.8
27.0,quận 12,1.8
20.0,quận 12,3.2
23.0,quận 12,3.1
20.0,quận 12,1.4
28.0,quận 12,2.6
25.0,quận 12,2.6
22.0,quận 12,2.6
25.0,quận 12,2.5
30.0,quận 12,4.2
12.0,quận 12,0.8
21.0,quận 12,1.7000000000000002
30.0,quận 12,3.0
24.0,quận 12,3.0
14.0,quận 12,2.0
30.0,quận 12,3.2
25.0,quận 12,1.9
12.0,quận 12,2.4
15.0,quận 12,2.4
40.0,quận 12,2.9
25.0,quận 12,2.4
35.0,quận 12,2.9
24.0,quận 12,2.6
30.0,quận 12,2.3
25.0,quận 12,1.6
20.0,quận 12,2.6
28.0,quận 12,2.5
23.0,quận 12,2.7
23.0,quận 12,2.5
30.0,quận 12,1.6
30.0,quận 12,1.8
11.0,quận 12,1.3
16.0,quận 12,1.7000000000000002
32.0,quận 12,3.3
18.0,quận 12,2.9
15.0,quận 12,1.0
18.0,quận 12,2.1
18.0,quận 12,1.8
30.0,quận 12,5.0
25.0,quận 12,1.3
35.0,quận 12,3.2
17.0,quận 12,1.4
27.0,quận 12,2.2
22.0,quận 12,2.7
14.0,quận 12,1.4
20.0,quận 12,5.5
6.0,quận 12,1.7000000000000002
20.0,quận 12,1.6
22.0,quận 12,1.8
18.0,quận 12,1.3
25.0,quận 12,3.5
23.0,quận 12,3.5
28.0,quận 12,3.5
28.0,quận 12,3.3
26.0,quận 12,3.4
10.0,quận 12,1.5
40.0,quận 12,3.2
18.0,quận 12,1.2
35.0,quận 12,2.5
20.0,quận 12,2.1
9.0,quận 12,1.8
25.0,quận 12,2.1
18.0,quận 12,1.4
16.0,quận 12,2.5
27.0,quận 12,2.3
17.0,quận 12,2.0
40.0,quận 12,2.2
18.0,quận 12,1.7000000000000002
16.0,quận 12,2.2
40.0,quận 12,4.9
30.0,quận 12,4.9
38.0,quận 12,5.4
40.0,quận 12,4.8
40.0,quận 12,5.5
27.0,quận 12,3.3
20.0,quận 12,2.7
16.0,quận 12,2.0
20.0,quận 12,2.9
21.0,quận 12,3.0
23.0,quận 12,2.8
25.0,quận 12,4.8
20.0,quận 12,2.2
20.0,quận 12,1.9
17.0,quận 12,1.6
26.0,quận 12,2.0
15.0,quận 12,2.7
30.0,quận 12,3.3
35.0,quận 12,3.8
30.0,quận 12,3.8
15.0,quận gò vấp,3.0
24.0,quận gò vấp,4.2
15.0,quận gò vấp,1.9
40.0,quận gò vấp,9.5
12.0,quận gò vấp,0.9
18.0,quận gò vấp,4.5
38.0,quận gò vấp,5.0
23.0,quận gò vấp,3.5
20.0,quận gò vấp,4.6
17.0,quận gò vấp,2.8
12.0,quận gò vấp,3.3
16.0,quận gò vấp,3.7
15.0,quận 1,3.9
15.0,quận 1,2.0
27.0,quận 7,3.7
26.0,quận 7,3.5
28.0,quận 7,3.8
28.0,quận 7,4.0
25.0,quận 10,3.0
24.0,quận 10,3.5
22.0,quận 10,4.0
10.0,quận 10,1.8
20.0,quận 10,4.0
15.0,quận 10,2.0
20.0,quận 10,3.7
20.0,quận 10,5.0
20.0,quận 10,3.5
33.0,quận 7,3.0
8.0,quận 7,1.7000000000000002
15.0,quận 7,3.0
25.0,quận 10,5.5
19.0,quận 10,3.8
30.0,quận 10,5.5
12.0,quận 10,2.5
12.0,quận 10,2.9
20.0,quận 10,1.9
17.0,quận 10,2.0
12.0,quận 10,3.2
20.0,quận 10,4.5
16.0,quận 10,2.2
15.0,quận 10,0.9
15.0,quận 10,2.4
15.0,quận 10,2.5
28.0,quận 10,4.6
25.0,quận 10,4.2
18.0,quận 10,2.9
27.0,quận 10,2.7
12.0,quận 10,2.2
21.0,quận 10,3.5
20.0,quận 10,3.0
40.0,quận 10,4.2
35.0,quận 10,6.2
25.0,quận 10,3.6
24.0,quận 10,2.8
18.0,quận 10,2.7
30.0,quận 10,3.3
12.0,quận 10,1.2
6.0,quận 10,0.846
15.0,quận 10,3.0
35.0,quận 10,4.5
12.0,quận 10,0.9
35.0,quận 10,4.0
30.0,quận 10,2.8
10.0,quận 10,2.3
25.0,quận 10,5.2
15.0,quận 7,2.2
25.0,quận 7,3.3
15.0,quận 7,1.9
35.0,quận 10,5.0
10.0,quận 10,2.0
22.0,quận 7,3.8
20.0,quận 7,3.9
10.0,quận 7,1.5
20.0,quận 1,4.7
40.0,quận 1,5.5
26.0,quận 1,2.6
15.0,quận 10,3.5
30.0,quận 1,6.3
18.0,quận 10,2.0
17.0,quận 10,2.6
18.0,quận 10,3.5
20.0,quận 10,2.8
25.0,quận 10,5.0
28.0,quận 10,3.5
14.0,quận 10,4.0
25.0,quận 10,3.3
12.0,quận 1,1.2
15.0,quận 10,3.8
18.0,quận 1,4.8
32.0,quận 1,8.0
36.0,quận 1,6.0
24.0,quận 1,4.2
30.0,quận 1,7.0
12.0,quận 1,2.0
20.0,quận 1,5.8
35.0,quận 10,8.0
25.0,quận 10,5.3
25.0,quận 10,4.5
20.0,quận 10,4.2
20.0,quận 10,5.4
25.0,quận 10,4.3
22.0,quận 10,5.2
18.0,quận 10,3.0
15.0,quận 10,1.7000000000000002
32.0,quận 10,4.0
17.0,quận 10,3.5
24.0,quận 10,4.3
8.0,quận 10,1.7000000000000002
26.0,quận 10,2.5
30.0,quận 10,4.3
30.0,quận 10,4.0
30.0,quận 10,6.0
9.0,quận 10,1.8
17.0,quận 10,5.0
11.0,quận 10,2.4
30.0,quận 10,7.0
20.0,quận 10,3.3
20.0,quận 10,1.0
30.0,quận 10,4.4
10.0,quận 10,1.6
12.0,quận 10,2.8
22.0,quận 10,4.8
20.0,quận 10,5.2
12.0,quận 10,1.6
32.0,quận 10,4.5
8.0,quận 10,1.0
36.0,quận 10,3.0
10.0,quận 10,1.9
30.0,quận 10,6.7
35.0,quận 10,6.5
30.0,quận 10,4.6
25.0,quận 10,4.8
10.0,quận 10,1.4
18.0,quận 10,2.3
19.0,quận 10,2.9
30.0,quận 10,3.5
25.0,quận 10,6.5
15.0,quận 10,2.6
25.0,quận 10,4.9
30.0,quận 10,5.4
18.0,quận 10,5.0
24.0,quận 10,3.8
35.0,quận 10,5.6
22.0,quận 10,4.5
35.0,quận 10,9.5
28.0,quận 10,5.7
17.0,quận 10,2.2
18.0,quận 10,2.6
28.0,quận 10,4.7
25.0,quận 10,1.5
25.0,quận 10,3.5
20.0,quận 10,1.5
10.0,quận 10,1.000004
18.0,quận 10,2.8
18.0,quận 10,1.7000000000000002
27.0,quận 10,6.0
28.0,quận 10,4.5
12.0,quận 10,3.0
18.0,quận 10,3.2
30.0,quận 10,5.2
15.0,quận 10,2.8
24.0,quận 10,4.0
30.0,quận 10,6.5
22.0,quận 10,5.0
28.0,quận 10,6.0
24.0,quận 10,1.5
27.0,quận 10,1.6
18.0,quận 10,2.5
36.0,quận 10,1.8
24.0,quận 10,6.0
25.0,quận 10,5.8
24.0,quận 7,4.5
20.0,quận 10,4.8
11.0,quận 10,2.0
15.0,quận 10,1.2
32.0,quận 10,4.7
38.0,quận 10,4.5
25.0,quận 7,4.2
28.0,quận 7,3.7
22.0,quận 7,4.2
25.0,quận 7,1.7000000000000002
40.0,quận 7,5.0
20.0,quận 7,2.9
30.0,quận 7,6.0
15.0,quận 7,2.7
32.0,quận 7,4.5
25.0,quận 10,4.7
30.0,quận 10,1.6
35.0,quận 10,6.8
35.0,quận 7,4.2
25.0,quận 7,5.3
11.0,quận 7,2.5
20.0,quận 7,3.8
35.0,quận 7,5.0
35.0,quận 7,8.5
35.0,quận 7,6.8
20.0,quận 7,2.3
10.0,quận 7,2.3
10.0,quận 7,2.35
25.0,quận 7,2.0
10.0,quận 7,2.0
12.0,quận 7,1.7000000000000002
35.0,quận 7,3.3
8.0,quận 7,1.6
30.0,quận 7,3.0
22.0,quận 1,5.5
40.0,quận 1,2.0
12.0,quận 7,2.5
18.0,quận 7,2.4
28.0,quận 7,5.0
30.0,quận 1,4.3
22.0,quận 1,6.5
12.0,quận 1,2.6
40.0,quận 1,2.2
23.0,quận 7,3.5
25.0,quận 7,3.9
28.0,quận 7,4.3
22.0,quận 7,3.2
40.0,quận 1,8.0
12.0,quận 1,3.2
38.0,quận 1,4.0
22.0,quận 1,3.2
13.0,quận 7,2.3
20.0,quận 7,1.5
21.0,quận 7,4.7
20.0,quận 7,5.0
18.0,quận 7,2.7
15.0,quận 7,1.8
25.0,quận 7,3.4
24.0,quận 7,3.5
18.0,quận 7,4.9
30.0,quận 7,2.8
32.0,quận 7,3.7
22.0,quận 7,4.7
17.0,quận 7,3.1
23.0,quận 7,5.0
22.0,quận 7,3.5
23.0,quận 7,4.5
16.0,quận 7,3.5
33.0,quận 7,5.0
30.0,quận 7,1.6
13.0,quận 7,2.0
16.0,quận 7,2.8
26.0,quận 7,4.5
28.0,quận 7,2.5
15.0,quận 7,3.2
18.0,quận 7,3.2
18.0,quận 7,4.5
27.0,quận 7,4.5
9.0,quận 7,1.8
10.0,quận 7,1.7000000000000002
25.0,quận 7,5.2
35.0,quận 7,4.5
16.0,quận 7,1.8
20.0,quận 1,2.8
17.0,quận 7,2.7
30.0,quận 7,3.8
12.0,quận 7,1.8
12.0,quận 7,3.0
24.0,quận 7,4.0
30.0,quận 7,4.6
35.0,quận 7,4.0
11.0,quận 1,1.7000000000000002
40.0,quận 1,2.5
16.0,quận 1,3.6
20.0,quận 1,4.2
30.0,quận 1,8.0
20.0,quận 1,3.9
40.0,quận 1,3.5
35.0,quận 1,6.8
16.0,quận 1,4.7
28.0,quận 1,6.0
35.0,quận 1,2.1
40.0,quận 1,6.5
30.0,quận 1,4.2
40.0,quận 1,9.0
28.0,quận 1,4.2
20.0,quận 7,3.4
14.0,quận 7,2.3
25.0,quận 7,2.4
12.0,quận 7,2.3
24.0,quận 7,3.8
26.0,quận 7,3.7
26.0,quận 7,3.4
30.0,quận 1,1.6
29.0,quận 1,5.5
12.0,quận 1,1.8
13.0,quận 10,2.5
26.0,quận 9,2.2
25.0,quận 9,2.0
30.0,quận 9,2.2
27.0,quận 9,4.3
18.0,quận 9,3.0
30.0,quận 9,2.5
21.0,quận 9,1.4
20.0,quận 9,2.0
25.0,quận 9,3.2
40.0,quận 9,6.0
20.0,quận 9,2.8
25.0,quận 9,2.1
25.0,quận 9,3.5
20.0,quận 9,2.5
23.0,quận 9,1.9
20.0,quận 9,2.3
26.0,quận 9,3.3
25.0,quận 9,2.3
25.0,quận 9,6.0
30.0,quận 9,3.5
25.0,quận 9,5.0
23.0,quận 9,4.5
20.0,quận 9,3.0
25.0,quận 9,3.0
18.0,quận 9,2.5
30.0,quận 9,5.5
15.0,quận 9,2.3
20.0,quận 9,3.3
23.0,quận 9,3.0
20.0,quận 9,1.5
25.0,quận 9,1.9
20.0,quận 9,2.2
30.0,quận 9,3.9
20.0,quận 9,1.9
24.0,quận 9,5.0
30.0,quận 9,3.7
30.0,quận 9,4.0
25.0,quận 9,3.4
15.0,quận 9,2.0
22.0,quận 9,2.7
24.0,quận 9,2.5
20.0,quận 9,1.8
16.0,quận 9,2.0
30.0,quận 9,4.5
18.0,quận 9,2.7
21.0,quận 9,2.5
30.0,quận 10,2.0
15.0,quận 10,1.6
22.0,quận 9,3.2
35.0,quận 10,2.8
10.0,quận 10,1.5
15.0,quận 10,1.5
8.0,quận 10,1.4
40.0,quận 10,3.8
20.0,quận 10,4.7
32.0,quận 10,6.0
38.0,quận 10,4.0
15.0,quận 10,3.2
34.0,quận 10,5.0
25.0,quận 9,2.5
20.0,quận 9,1.4
20.0,quận 9,2.7
30.0,quận 9,3.0
20.0,quận 9,3.5
30.0,quận 9,1.5
20.0,quận 9,4.0
15.0,quận 9,2.5
30.0,quận bình tân,2.2
18.5,quận bình tân,1.8
20.0,quận bình tân,3.0
28.0,quận bình tân,2.3
24.0,quận bình tân,3.8
25.0,quận bình tân,2.5
15.0,quận bình tân,2.5
22.0,quận bình tân,2.8
22.0,quận bình tân,3.5
15.0,quận bình tân,1.2
24.0,quận bình tân,3.5
20.0,quận bình tân,2.3
25.0,quận bình tân,3.0
30.0,quận bình tân,3.3
25.0,quận bình tân,3.1
25.0,quận bình tân,2.6
20.0,quận bình tân,3.1
18.0,quận bình tân,2.6
25.0,quận bình tân,4.0
20.0,quận bình tân,1.6
24.0,quận bình tân,1.7000000000000002
25.0,quận bình tân,2.3
26.0,quận bình tân,2.3
20.0,quận bình tân,5.0
25.0,quận bình tân,3.5
40.0,quận bình tân,4.5
25.0,quận 9,2.7
35.0,quận 9,3.0
23.0,quận 9,2.7
30.0,quận 9,3.2
16.0,quận 9,1.5
22.0,quận 9,1.8
20.0,quận 9,3.2
35.0,quận 9,3.8
18.0,quận 9,1.8
35.0,quận 9,2.5
25.5,quận 9,2.0
15.0,quận 9,2.6
15.0,quận 9,1.7000000000000002
12.0,quận 9,2.0
25.0,quận 9,1.6
18.0,quận 9,2.0
38.0,quận 9,2.9
24.0,quận 9,1.6
25.0,quận 9,1.5
19.0,quận 9,2.5
20.0,quận 9,1.7000000000000002
22.0,quận 9,2.5
24.0,quận 9,2.3
28.0,quận 9,1.6
35.0,quận 9,2.8
24.0,quận 9,2.1
26.0,quận 9,1.9
16.0,quận 9,2.2
10.0,quận 9,1.4
23.0,quận 9,2.2
30.0,quận 9,1.8
40.0,quận 9,4.0
20.0,quận 9,3.7
30.0,quận 9,3.3
27.0,quận 9,1.5
18.0,quận 9,1.5
14.0,quận 9,1.8
17.0,quận 9,2.4
10.0,quận 10,1.7000000000000002
7.0,quận 10,0.65
14.0,quận 10,1.5
12.0,quận 10,1.4
17.0,quận 9,2.5
22.0,quận 9,2.6
30.0,quận 9,2.0
27.0,quận 9,2.0
28.0,quận 9,2.0
20.0,quận 9,1.6
35.0,quận 9,2.0
24.0,quận 9,3.5
28.0,quận 9,3.0
10.0,quận 9,2.2
25.0,quận 9,2.4
27.0,quận 9,2.2
25.0,quận 9,2.2
20.0,quận 9,2.1
35.0,quận 9,2.4
15.0,quận 9,1.5
17.0,quận 9,1.6
15.0,quận 9,1.6
12.0,quận 9,1.55
25.0,quận 9,4.5
25.0,quận 9,2.6
24.0,quận 9,2.4
18.0,quận 9,2.3
17.0,quận 9,5.1
18.0,quận 9,1.6
15.0,quận 9,1.8
20.0,quận 9,2.6
27.0,quận 9,4.5
25.0,quận 9,3.3
12.0,quận 9,1.0
25.0,quận 9,2.8
22.0,quận 9,3.0
17.0,quận 9,4.0
25.0,quận 9,4.7
25.0,quận 9,4.3
28.0,quận 9,4.3
35.0,quận 9,4.3
12.0,quận 9,2.5
30.0,quận 9,4.2
30.0,quận 9,4.7
20.0,quận 9,4.7
15.0,quận 9,2.2
22.0,quận 9,2.1
30.0,quận 9,3.6
28.0,quận 9,3.6
35.0,quận 9,3.5
18.0,quận 9,1.7000000000000002
25.0,quận 9,4.1
16.0,quận 9,2.6
20.0,quận 9,3.6
25.0,quận 9,4.2
35.0,quận 9,4.0
30.0,quận 9,3.1
40.0,quận 9,3.3
40.0,quận 9,3.1
25.0,quận 9,3.6
26.0,quận 9,3.0
18.0,quận 9,2.777
40.0,quận 9,3.9
24.0,quận 9,1.7000000000000002
30.0,quận 9,3.8
10.0,quận 9,2.5
25.0,quận 9,3.1
15.0,quận 9,2.8
14.0,quận 9,0.8
25.0,quận 9,1.4
34.0,quận 9,4.377
34.0,quận 9,4.877
30.0,quận 9,3.4
30.0,quận 9,4.577
16.0,quận 9,1.4
22.0,quận 9,1.2
36.0,quận 9,4.0
34.0,quận 9,3.6
25.0,quận 9,1.3
14.0,quận 9,1.5
25.0,quận 9,2.9
15.0,quận 9,4.0
16.0,quận 9,1.65
15.0,quận 9,3.3
12.0,quận 9,1.35
16.0,quận 9,1.2
20.0,quận 9,1.3
20.0,quận 9,1.0
18.0,quận 9,1.2
19.0,quận 9,1.5
24.0,quận 9,1.9
40.0,quận 9,3.5
25.0,quận 9,3.499
24.0,quận 9,4.5
12.0,quận 9,1.4
22.0,quận 9,4.0
23.0,quận 9,2.0
18.0,quận 9,2.6
15.0,quận 10,1.8
16.0,quận 10,3.0
14.0,quận 10,2.5
22.0,quận 10,2.0
31.0,quận 10,4.0
31.0,quận 10,6.3
5.0,quận 10,1.0
25.0,quận 10,3.2
18.0,quận 10,3.3
18.0,quận 9,3.1
8.0,quận 9,2.0
35.0,quận 9,3.1
22.0,quận 9,3.5
15.0,quận 9,1.3
12.0,quận 9,1.5
35.0,quận 9,2.2
18.0,quận 9,1.9
40.0,quận 9,3.6
29.0,quận 9,3.5
9.0,quận 10,1.7000000000000002
32.0,quận 10,3.0
40.0,quận 10,3.0
40.0,quận 10,5.0
12.0,quận 10,2.0
30.0,quận 10,4.7
16.0,quận 10,2.6
15.0,quận 10,4.0
21.0,quận 10,3.9
6.0,quận 10,1.8
20.0,quận 10,3.2
24.0,quận 10,3.9
11.0,quận 10,2.1
28.0,quận 10,3.0
23.0,quận 10,3.0
14.0,quận 10,2.4
14.0,quận 10,1.7000000000000002
18.0,quận 10,2.4
23.0,quận 10,4.0
30.0,quận 10,3.2
32.0,quận 10,7.0
12.0,quận 10,1.0
22.0,quận 10,2.9
22.0,quận 10,3.0
25.0,quận 10,2.7
20.0,quận 10,6.0
26.0,quận 10,4.0
28.0,quận 10,3.2
10.0,quận 10,0.9
16.0,quận 10,1.6
16.0,quận 10,1.5
9.0,quận 10,2.0
14.0,quận 10,3.6
18.0,quận 10,3.4
32.0,quận 10,2.8
17.0,quận 10,3.0
10.0,quận 10,1.3
40.0,quận 10,2.5
16.0,quận 10,3.5
10.0,quận 10,1.0
12.0,quận 10,1.8
12.0,quận 10,1.3
20.0,quận 10,2.1
10.0,quận 10,2.5
35.0,quận 10,7.5
35.0,quận 10,5.8
22.0,quận 10,3.5
22.0,quận 10,4.2
25.0,quận bình tân,2.7
30.0,quận bình tân,3.6
30.0,quận bình tân,2.8
20.0,quận bình tân,2.8
