acreage,district,price
30.0,quận bình thạnh,4.5
25.0,quận bình thạnh,4.5
20.0,quận bình thạnh,4.8
16.0,quận bình thạnh,2.5
30.0,quận bình thạnh,6.8
30.0,quận bình thạnh,6.0
25.0,quận bình thạnh,4.6
28.0,quận bình tân,3.8
15.0,quận bình tân,1.5
26.0,quận bình thạnh,5.6
22.0,quận bình thạnh,5.1
30.0,quận bình thạnh,3.6
20.0,quận bình thạnh,3.7
14.0,quận bình thạnh,2.0
20.0,quận bình thạnh,3.0
18.0,quận bình thạnh,2.5
35.0,quận bình thạnh,4.5
32.0,quận bình thạnh,3.4
18.0,quận bình thạnh,2.3
25.0,quận bình thạnh,4.2
20.0,quận bình thạnh,3.2
16.0,quận bình thạnh,3.7
8.0,quận bình thạnh,0.8
20.0,quận bình thạnh,2.7
25.0,quận bình thạnh,5.3
20.0,quận bình thạnh,4.2
25.0,quận bình thạnh,5.0
20.0,quận bình thạnh,4.5
30.0,quận bình thạnh,6.5
28.0,quận bình thạnh,4.2
25.0,quận bình thạnh,3.6
25.0,quận bình thạnh,4.7
20.0,quận bình thạnh,2.0
20.0,quận bình thạnh,1.5
22.0,quận bình thạnh,3.8
25.0,quận bình thạnh,3.5
24.0,quận bình thạnh,1.6
7.0,quận bình thạnh,2.0
30.0,quận bình thạnh,5.5
18.0,quận bình thạnh,3.3
25.0,quận bình thạnh,4.8
30.0,quận bình thạnh,2.0
17.0,quận bình thạnh,3.5
28.0,quận bình thạnh,1.5
29.0,quận bình thạnh,3.5
35.0,quận bình thạnh,6.2
30.0,quận bình thạnh,6.3
25.0,quận bình thạnh,5.5
40.0,quận bình thạnh,5.85
16.0,quận bình thạnh,2.9
22.0,quận bình thạnh,3.5
30.0,quận bình thạnh,5.9
22.0,quận bình thạnh,3.6
20.0,quận bình thạnh,3.5
20.0,quận bình thạnh,3.4
20.0,quận bình thạnh,5.5
10.0,quận bình thạnh,1.9
20.0,quận bình thạnh,1.3
40.0,quận bình thạnh,3.0
28.0,quận bình thạnh,5.0
25.0,quận bình thạnh,6.5
20.0,quận bình thạnh,4.0
25.0,quận bình thạnh,5.8
25.0,quận bình thạnh,3.3
37.0,quận bình thạnh,2.7
30.0,quận bình thạnh,4.6
12.0,quận bình thạnh,2.0
18.0,quận bình thạnh,3.0
16.0,quận bình thạnh,1.5
30.0,quận bình thạnh,3.5
24.0,quận bình thạnh,3.0
25.0,quận bình thạnh,4.0
26.0,quận bình thạnh,5.0
22.0,quận bình thạnh,4.0
13.0,quận bình thạnh,1.2
32.0,quận bình thạnh,3.8
35.0,quận bình thạnh,10.0
25.0,quận bình thạnh,3.8
16.0,quận bình thạnh,2.0
25.0,quận bình thạnh,4.9
14.0,quận bình thạnh,2.3
25.0,quận bình thạnh,6.0
27.0,quận bình thạnh,4.5
30.0,quận bình thạnh,5.8
15.0,quận bình thạnh,1.6
30.0,quận bình thạnh,3.3
10.0,quận bình thạnh,1.2
35.0,quận bình thạnh,3.8
25.0,quận bình thạnh,2.9
17.0,quận bình tân,1.7000000000000002
30.0,quận bình tân,2.3
12.0,quận bình tân,1.6
14.0,quận bình tân,1.3
27.0,quận bình tân,3.4
18.0,quận bình tân,1.5
15.0,quận bình tân,1.8
14.0,quận bình tân,2.2
30.0,quận bình tân,2.500009
14.0,quận bình tân,1.5
27.0,quận bình thạnh,5.0
25.0,quận bình thạnh,6.3
26.0,quận bình thạnh,5.2
30.0,quận bình thạnh,3.4
15.0,quận bình tân,2.9
40.0,quận bình thạnh,6.8
25.0,quận bình thạnh,2.7
20.0,quận bình thạnh,1.8
40.0,quận bình thạnh,6.0
28.0,quận bình thạnh,6.5
20.0,quận bình tân,2.9
27.0,quận bình tân,1.8
30.0,quận bình tân,3.8
24.0,quận bình tân,1.9
35.0,quận bình thạnh,6.5
25.0,quận bình tân,3.8
16.0,quận bình tân,2.7
16.0,quận bình thạnh,3.0
30.0,quận bình thạnh,3.2
12.0,quận bình thạnh,2.3
20.0,quận bình thạnh,2.5
25.0,quận bình thạnh,2.6
10.0,quận bình thạnh,1.1
26.0,quận bình thạnh,6.0
10.0,quận bình thạnh,1.7000000000000002
30.0,quận bình thạnh,2.5
22.0,quận bình thạnh,5.0
20.0,quận bình thạnh,2.9
30.0,quận bình thạnh,3.0
40.0,quận bình thạnh,4.5
12.0,quận bình thạnh,3.2
30.0,quận bình thạnh,4.2
25.0,quận bình thạnh,3.2
18.0,quận bình thạnh,5.0
28.0,quận bình thạnh,6.0
15.0,quận bình thạnh,2.5
25.0,quận bình thạnh,1.6
35.0,quận bình thạnh,6.3
27.0,quận bình thạnh,2.7
30.0,quận bình thạnh,4.0
14.0,quận bình thạnh,3.5
26.0,quận bình thạnh,3.5
30.0,quận bình thạnh,5.0
18.0,quận bình thạnh,1.8
40.0,quận bình thạnh,2.5
13.0,quận bình thạnh,2.6
20.0,quận bình thạnh,5.0
28.0,quận bình thạnh,4.5
40.0,quận bình thạnh,7.5
17.0,quận bình thạnh,1.7000000000000002
15.0,quận bình thạnh,2.7
12.0,quận bình thạnh,1.3
25.0,quận bình thạnh,3.7
20.0,quận bình thạnh,1.4
25.0,quận bình thạnh,2.0
20.0,quận bình thạnh,4.9
22.0,quận bình thạnh,3.3
25.0,quận bình thạnh,4.3
35.0,quận bình thạnh,5.8
22.0,quận bình thạnh,4.9
18.0,quận bình thạnh,2.8
28.0,quận bình thạnh,4.95
15.0,quận bình thạnh,2.2
40.0,quận bình thạnh,9.0
12.0,quận bình thạnh,3.5
15.0,quận bình thạnh,3.8
10.0,quận bình thạnh,1.0
20.0,quận bình thạnh,3.6
16.0,quận bình thạnh,3.5
15.0,quận bình thạnh,3.6
15.0,quận bình thạnh,3.0
16.0,quận bình thạnh,4.0
18.0,quận bình thạnh,3.1
35.0,quận bình thạnh,5.5
40.0,quận bình thạnh,5.0
18.0,quận bình thạnh,3.5
20.0,quận bình thạnh,1.7000000000000002
23.0,quận bình thạnh,3.0
40.0,quận bình thạnh,7.0
22.0,quận bình thạnh,4.5
30.0,quận bình thạnh,5.4
15.0,quận bình thạnh,3.4
23.0,quận bình thạnh,5.2
18.0,quận bình thạnh,4.0
18.0,quận bình thạnh,3.7
35.0,quận bình thạnh,7.5
23.0,quận bình thạnh,4.0
28.0,quận bình thạnh,5.1
40.0,quận bình thạnh,2.4
16.0,quận bình thạnh,4.2
14.0,quận bình thạnh,1.8
30.0,quận bình thạnh,4.9
28.0,quận bình thạnh,3.5
17.0,quận bình thạnh,3.9
20.0,quận bình thạnh,4.6
15.0,quận bình thạnh,1.0
26.0,quận bình thạnh,3.8
38.0,quận bình thạnh,6.2
30.0,quận bình thạnh,3.8
35.0,quận bình thạnh,4.2
35.0,quận bình thạnh,3.0
9.0,quận bình thạnh,1.5
30.0,quận bình thạnh,5.2
20.0,quận bình thạnh,3.3
22.0,quận bình thạnh,4.6
18.0,quận bình thạnh,4.8
30.0,quận bình thạnh,4.8
32.0,quận bình thạnh,5.5
26.0,quận bình thạnh,4.0
22.0,quận bình thạnh,3.9
16.0,quận bình thạnh,4.5
25.0,quận bình thạnh,3.0
12.0,quận bình thạnh,1.5
17.0,quận bình thạnh,4.6
20.0,quận bình thạnh,3.8
25.0,quận bình thạnh,2.8
40.0,quận bình thạnh,3.5
18.0,quận bình thạnh,4.5
6.0,quận bình thạnh,1.5
35.0,quận bình thạnh,5.9
18.0,quận bình thạnh,1.9
22.0,quận bình thạnh,2.5
35.0,quận bình thạnh,5.3
6.0,quận bình thạnh,1.6
12.0,quận bình thạnh,1.7000000000000002
17.0,quận bình thạnh,2.0
26.0,quận bình thạnh,5.8
18.0,quận bình thạnh,3.2
15.0,quận bình thạnh,3.7
15.0,quận bình thạnh,3.2
40.0,quận bình thạnh,7.9
12.0,quận bình thạnh,3.0
27.0,quận bình thạnh,3.5
10.0,quận bình thạnh,2.5
22.0,quận bình thạnh,2.8
10.0,quận bình thạnh,1.4
27.0,quận bình thạnh,3.8
20.0,quận bình thạnh,1.6
26.0,quận bình thạnh,3.3
26.0,quận bình thạnh,3.4
15.0,quận bình thạnh,2.4
20.0,quận bình thạnh,3.9
10.0,quận bình thạnh,1.8
12.0,quận bình thạnh,2.4
28.0,quận bình thạnh,3.8
18.0,quận bình thạnh,4.9
24.0,quận bình thạnh,5.0
14.0,quận bình thạnh,3.8
16.0,quận bình thạnh,3.1
15.0,quận bình thạnh,1.5
30.0,quận bình thạnh,2.6
30.0,quận bình thạnh,1.5
30.0,quận bình thạnh,5.499
25.0,quận bình thạnh,3.9
20.0,quận bình thạnh,2.2
18.0,quận bình thạnh,3.6
15.0,quận bình thạnh,4.2
20.0,quận bình thạnh,4.7
12.0,quận bình thạnh,1.8
22.0,quận bình thạnh,5.5
28.0,quận bình thạnh,4.8
25.0,quận bình thạnh,1.3
15.0,quận bình thạnh,1.9
15.0,quận bình thạnh,4.0
16.0,quận bình thạnh,3.6
16.0,quận bình thạnh,3.2
40.0,quận bình thạnh,6.9
24.0,quận bình thạnh,2.0
20.0,quận bình thạnh,2.6
20.0,quận bình thạnh,2.8
40.0,quận bình thạnh,5.5
9.0,quận bình thạnh,1.7000000000000002
25.0,quận bình thạnh,3.4
28.0,quận bình tân,2.1
20.0,quận bình tân,3.5
25.0,quận bình tân,3.3
18.0,quận bình tân,2.5
29.0,quận bình tân,4.0
20.0,quận bình tân,2.7
28.0,quận bình tân,2.8
26.0,quận bình tân,3.5
12.0,quận bình tân,1.9
28.0,quận bình tân,3.5
35.0,quận bình tân,3.1
30.0,quận bình tân,3.1
26.0,quận bình tân,3.6
26.0,quận bình tân,2.5
15.0,quận bình tân,3.0
20.0,quận bình tân,3.6
16.0,quận bình tân,2.5
16.0,quận bình thạnh,1.9
23.0,quận bình thạnh,2.2
25.0,quận bình thạnh,1.5
12.0,quận bình thạnh,0.6000000000000001
25.0,quận bình thạnh,2.5
30.0,quận bình thạnh,1.7000000000000002
18.0,quận bình thạnh,2.1
15.0,quận bình tân,3.3
25.0,quận bình tân,3.2
23.0,quận bình thạnh,2.4
24.0,quận bình thạnh,2.5
24.0,quận bình thạnh,1.8
32.0,quận bình thạnh,5.2
25.0,quận bình tân,3.7
16.0,quận bình tân,2.0
16.0,quận bình tân,1.6
22.0,quận bình tân,3.9
22.0,quận bình tân,2.7
15.0,quận bình tân,1.4
20.0,quận bình tân,2.6
14.0,quận bình tân,1.8
12.0,quận bình tân,1.3
40.0,quận bình tân,4.0
16.0,quận bình tân,1.9
30.0,quận bình tân,3.2
10.0,quận bình tân,1.0
22.0,quận bình tân,1.7000000000000002
15.0,quận bình tân,1.9
21.0,quận bình tân,2.1
26.0,quận bình tân,2.2
26.0,quận bình tân,3.2
17.0,quận bình tân,1.4
14.0,quận bình tân,1.6
28.0,quận bình tân,2.2
24.0,quận bình tân,2.2
22.0,quận bình tân,1.8
25.0,quận bình tân,3.6
22.0,quận bình tân,2.3
15.0,quận bình tân,2.3
23.0,quận bình tân,2.3
25.0,quận bình tân,2.1
30.0,quận bình tân,1.7000000000000002
20.0,quận bình tân,1.4
25.0,quận bình tân,1.8
23.0,quận bình tân,2.999999
20.0,quận bình tân,1.9
35.0,quận bình tân,1.9
22.0,quận bình tân,1.5
18.0,quận bình tân,2.4
24.0,quận bình tân,2.7
24.0,quận bình tân,2.5
20.0,quận bình tân,2.4
25.0,quận bình tân,2.0
24.0,quận bình tân,2.4
25.0,quận bình tân,2.4
27.0,quận bình tân,4.2
27.0,quận bình tân,4.0
27.0,quận bình tân,3.8
26.0,quận bình tân,4.0
30.0,quận bình tân,4.2
11.0,quận bình tân,1.3
25.0,quận bình tân,1.6
25.0,quận bình tân,3.9
22.0,quận bình tân,3.3
35.0,quận bình thạnh,5.999
33.0,quận bình thạnh,3.0
35.0,quận bình thạnh,3.6
30.0,quận tân bình,4.5
20.0,quận tân bình,4.5
18.0,quận tân bình,4.3
30.0,quận tân bình,4.0
25.0,quận tân bình,3.7
22.0,quận tân bình,3.5
30.0,quận bình thạnh,4.4
28.0,quận tân bình,4.0
30.0,quận tân bình,3.4
35.0,quận tân bình,3.7
25.0,quận tân bình,3.5
20.0,quận tân bình,3.5
23.0,quận tân bình,3.7
16.0,quận tân bình,4.5
25.0,quận tân bình,4.2
25.0,quận tân bình,4.5
20.0,quận tân bình,4.2
25.0,quận tân bình,4.0
9.0,quận tân bình,1.5
12.0,quận tân bình,1.6
30.0,quận tân bình,4.59
30.0,quận tân bình,3.2
25.0,quận tân bình,3.3
22.0,quận tân bình,3.2
30.0,quận tân bình,3.5
30.0,quận tân bình,5.0
22.0,quận tân bình,2.0
23.0,quận tân bình,3.3
12.0,quận tân bình,1.8
32.0,quận tân bình,4.0
40.0,quận tân bình,4.8
12.0,quận tân bình,2.5
18.0,quận tân bình,2.2
15.0,quận tân bình,3.9
20.0,quận tân bình,2.5
20.0,quận tân bình,1.8
30.0,quận tân bình,3.8
25.0,quận tân bình,3.8
28.0,quận bình thạnh,4.0
29.0,quận tân bình,4.0
20.0,quận tân bình,4.0
29.0,quận tân bình,2.8
25.0,quận tân bình,4.1
33.0,quận tân bình,4.5
20.0,quận tân bình,4.1
20.0,quận tân bình,3.0
20.0,quận tân bình,2.6
20.0,quận tân bình,2.7
32.0,quận tân bình,3.0
22.0,quận tân bình,4.2
15.0,quận tân bình,3.3
16.0,quận tân bình,2.5
18.0,quận tân bình,2.8
28.0,quận tân bình,2.5
35.0,quận tân bình,6.0
15.0,quận tân bình,1.8
25.0,quận tân bình,4.8
28.0,quận tân bình,3.5
18.0,quận tân bình,3.5
35.0,quận tân bình,5.0
19.0,quận tân bình,1.1
20.0,quận tân bình,2.3
20.0,quận tân bình,1.1
18.0,quận tân bình,3.3
18.0,quận tân bình,2.5
12.0,quận tân bình,2.2
40.0,quận tân bình,4.5
28.0,quận tân bình,5.5
28.0,quận tân bình,4.3
12.0,quận tân bình,1.7000000000000002
28.0,quận tân bình,3.6
40.0,quận tân bình,7.0
18.0,quận tân bình,3.0
10.0,quận tân bình,1.6
15.0,quận tân bình,2.5
26.0,quận tân bình,3.9
35.0,quận tân bình,5.5
26.0,quận tân bình,3.6
28.0,quận tân bình,3.3
33.0,quận tân bình,3.4
20.0,quận tân bình,3.2
22.0,quận tân bình,4.5
16.0,quận tân bình,2.4
29.0,quận tân bình,3.4
25.0,quận tân bình,3.2
30.0,quận tân bình,6.0
25.0,quận tân bình,2.0
28.0,quận tân bình,5.2
30.0,quận tân bình,2.6
16.0,quận tân bình,1.2
30.0,quận tân bình,3.0
23.0,quận tân bình,5.0
16.0,quận tân bình,2.6
25.0,quận tân bình,5.0
25.0,quận tân bình,2.8
20.0,quận tân bình,5.5
25.0,quận tân bình,5.5
25.0,quận tân bình,5.4
20.0,quận tân bình,5.4
30.0,quận tân bình,3.7
33.0,quận tân bình,3.2
26.0,quận tân bình,4.3
18.0,quận tân bình,3.6
15.0,quận tân bình,3.0
22.0,quận tân bình,3.0
21.0,quận tân bình,2.7
28.0,quận tân bình,4.5
24.8,quận tân bình,2.8
25.0,quận tân bình,3.0
15.0,quận tân bình,2.4
27.0,quận tân bình,4.0
35.0,quận tân bình,6.5
20.0,quận tân bình,2.0
10.0,quận tân bình,1.8
27.0,quận tân bình,4.3
16.0,quận tân bình,2.8
35.0,quận tân bình,4.5
12.0,quận tân bình,2.0
30.0,quận tân bình,5.3
25.0,quận tân bình,3.9
20.0,quận tân bình,5.0
30.0,quận tân bình,3.9
18.0,quận tân bình,1.9
38.0,quận tân bình,4.0
16.0,quận tân bình,3.5
27.0,quận tân bình,5.0
20.0,quận tân bình,6.0
14.0,quận tân bình,1.9
30.0,quận tân bình,4.3
18.0,quận tân bình,2.7
20.0,quận tân bình,2.99
20.0,quận tân bình,3.4
35.0,quận tân bình,2.5
10.0,quận tân bình,1.5
12.0,quận tân bình,2.000005
25.0,quận tân bình,2.5
22.0,quận tân bình,3.8
28.0,quận tân bình,2.6
24.0,quận tân bình,3.5
22.0,quận tân bình,2.8
16.0,quận tân bình,2.0
28.0,quận tân bình,5.0
21.0,quận tân bình,3.0
30.0,quận tân bình,2.0
12.0,quận tân bình,1.5
20.0,quận tân bình,3.6
23.0,quận tân bình,2.5
25.0,quận tân bình,4.4
28.0,quận tân bình,2.8
25.0,quận tân bình,4.6
26.0,quận tân bình,4.6
15.0,quận tân bình,2.3
15.0,quận tân bình,2.0
25.0,quận tân bình,2.7
15.0,quận tân bình,1.5
20.0,quận tân bình,2.2
22.0,quận tân bình,4.0
20.0,quận tân bình,3.3
22.0,quận tân bình,5.0
28.0,quận tân bình,6.95
15.0,quận tân bình,4.0
20.0,quận tân bình,3.7
27.0,quận tân bình,3.0
16.0,quận tân bình,2.1
28.0,quận tân bình,2.0
25.0,quận tân bình,1.5
20.0,quận tân bình,4.3
28.0,quận tân bình,6.0
11.0,quận tân bình,2.2
12.0,quận tân bình,2.6
10.0,quận tân bình,1.0
27.0,quận tân bình,4.5
28.0,quận tân bình,3.0
10.0,quận tân bình,2.4
10.0,quận tân bình,2.0
18.0,quận tân bình,4.5
20.0,quận tân bình,4.8
12.0,quận tân bình,0.8
22.0,quận tân bình,5.5
25.0,quận tân bình,4.3
8.0,quận tân bình,2.0
25.0,quận tân bình,6.0
40.0,quận tân bình,8.5
16.0,quận tân bình,3.0
25.0,quận tân bình,4.9
16.0,quận tân bình,4.0
28.0,quận tân bình,4.7
9.0,quận tân bình,1.2
30.0,quận tân bình,4.95
30.0,quận tân bình,4.8
12.0,quận tân bình,2.3
24.0,quận tân bình,3.0
30.0,quận tân bình,4.7
20.0,quận tân bình,1.3
40.0,quận tân bình,6.0
30.0,quận tân bình,4.2
27.0,quận tân bình,3.2
32.0,quận tân bình,4.5
22.0,quận tân bình,2.6
30.0,quận tân bình,3.6
40.0,quận tân bình,5.5
15.0,quận tân bình,3.5
30.0,quận tân bình,2.2
20.0,quận tân bình,3.8
30.0,quận tân bình,1.5
20.0,quận tân bình,1.6
38.0,quận tân bình,6.0
27.0,quận tân bình,3.3
24.0,quận tân bình,3.9
24.0,quận tân bình,2.8
14.0,quận tân bình,1.5
9.0,quận tân bình,1.4
26.0,quận tân bình,3.2
16.0,quận tân bình,3.3
30.0,quận tân bình,2.5
14.0,quận bình thạnh,2.8
9.0,quận tân bình,0.8
8.0,quận tân bình,1.6
28.0,quận bình thạnh,2.8
15.0,quận bình thạnh,2.599
40.0,quận tân bình,5.0
20.0,quận tân bình,2.4
20.0,quận tân bình,2.8
27.0,quận bình thạnh,4.9
14.0,quận bình thạnh,2.5
23.0,quận bình thạnh,4.5
17.0,quận bình thạnh,0.95
22.0,quận bình thạnh,3.0
24.0,quận bình thạnh,4.0
16.0,quận tân bình,1.9
20.0,quận tân bình,3.1
28.0,quận tân bình,3.8
30.0,quận tân bình,3.3
26.0,quận tân bình,2.6
9.5,quận bình thạnh,1.6
35.0,quận bình thạnh,7.0
23.0,quận bình thạnh,5.5
14.0,quận bình thạnh,3.0
22.0,quận tân bình,3.1
15.0,quận tân bình,1.2
20.0,quận tân bình,2.9
25.0,quận tân bình,2.3
24.0,quận tân bình,4.0
30.0,quận tân bình,5.5
9.0,quận tân bình,1.0
30.0,quận bình thạnh,5.1
28.0,quận bình thạnh,4.7
13.0,quận bình thạnh,2.5
15.0,quận bình thạnh,2.0
30.0,quận bình thạnh,5.3
25.0,quận bình thạnh,5.1
12.0,quận bình thạnh,2.5
15.0,quận bình thạnh,3.5
10.0,quận bình thạnh,1.5
20.0,quận bình thạnh,6.0
30.0,quận bình thạnh,5.6
26.0,quận bình thạnh,4.5
37.0,quận bình thạnh,6.0
16.0,quận bình thạnh,3.9
15.0,quận bình thạnh,2.8
17.0,quận bình thạnh,3.0
40.0,quận bình thạnh,4.0
20.0,quận bình thạnh,4.000002
35.0,quận bình thạnh,6.0
25.0,quận bình thạnh,5.9
27.0,quận bình thạnh,5.5
24.0,quận bình thạnh,4.5
32.0,quận bình thạnh,5.6
23.0,quận bình thạnh,3.5
22.0,quận bình thạnh,4.8
40.0,quận bình thạnh,6.6
20.0,quận bình thạnh,4.1
22.0,quận bình thạnh,5.7
40.0,quận bình thạnh,6.5
30.0,quận bình thạnh,5.7
40.0,quận bình thạnh,10.0
33.0,quận bình thạnh,3.5
15.0,quận bình thạnh,2.9
14.0,quận bình thạnh,2.4
26.0,quận bình thạnh,4.8
17.0,quận bình thạnh,3.6
5.0,quận bình thạnh,1.5
8.0,quận bình thạnh,2.0
40.0,quận bình thạnh,4.6
22.0,quận bình thạnh,4.2
31.5,quận tân bình,5.9
12.0,quận 11,1.5
20.0,quận 11,1.5
36.0,quận 11,7.0
40.0,quận 11,4.5
12.0,quận 11,2.0
40.0,quận tân bình,8.0
24.0,quận tân bình,3.2
23.0,quận tân bình,4.0
24.0,quận tân bình,2.5
14.0,quận tân bình,3.6
28.0,quận tân bình,5.9
23.0,quận tân bình,4.3
35.0,quận tân phú,4.3
20.0,quận tân phú,3.5
20.0,quận tân phú,2.2
25.0,quận tân phú,3.6
30.0,quận tân phú,2.9
20.0,huyện bình chánh,1.3
16.0,huyện bình chánh,1.5
18.0,huyện bình chánh,1.3
15.0,huyện bình chánh,1.2
20.0,huyện bình chánh,1.6
20.0,huyện bình chánh,3.0
22.0,huyện bình chánh,1.6
25.0,huyện bình chánh,1.5
15.0,huyện bình chánh,2.5
25.0,quận tân phú,3.8
27.0,quận tân phú,4.2
30.0,quận tân phú,3.6
20.0,quận tân phú,3.7
18.0,quận tân phú,2.0
30.0,quận tân phú,4.5
28.0,quận tân phú,4.0
20.0,quận tân phú,1.8
16.0,quận tân phú,1.5
25.0,quận tân phú,3.5
35.0,quận tân phú,4.0
30.0,quận tân phú,3.2
40.0,quận tân phú,4.0
12.0,quận tân phú,2.5
23.0,quận tân phú,3.5
20.0,quận tân phú,3.0
35.0,quận tân phú,3.0
20.0,quận tân phú,2.0
15.0,quận tân phú,1.5
28.0,quận tân phú,2.3
25.0,quận tân phú,3.3
12.0,quận tân phú,1.7000000000000002
27.0,quận tân phú,3.0
30.0,quận tân phú,2.7
10.0,quận tân phú,1.0
22.0,huyện bình chánh,1.9
15.0,huyện bình chánh,1.5
11.5,huyện bình chánh,1.4
14.0,huyện bình chánh,1.5
20.0,huyện bình chánh,1.5
24.0,huyện bình chánh,2.0
